word,emotion,color,orientation,sentiment,subjectivity,source
شهادة البكالوريا,trust,,,positive,,emolex
آلام الظهر,sadness,,,negative,,opinion
آلام الظهر,sadness,,,negative,,opinion
يغتب ,anticipation,,,negative,strong,opinion
الغيبة,Disgust,,,negative,strong,opinion
دعم,trust,,,positive,,inquirer
الى الوراء,fear,brown,,negative,strong,emolex
التخلف,anger,,,negative,strong,opinion
صد,anger,,,negative,strong,opinion
مرتبك,fear,,,negative,strong,opinion
الحيرة,fear,,,negative,strong,opinion
الحيرة,sadness,,,negative,strong,opinion
حيرة,fear,,,negative,strong,opinion
كفالة,trust,blue,active,,,inquirer
فقد توازنه,fear,,,positive,,emolex
فقد توازنه,surprise,,,positive,,emolex
متوازن,trust,,,positive,weak,emolex
أغنية راقصة,joy,,,positive,,emolex
رقص الباليه,joy,pink,,positive,,emolex
شاف,trust,,,positive,,inquirer
البلسم,joy,,,positive,,emolex
تافه,anger,,,negative,strong,opinion
تافه,Disgust,,,negative,strong,opinion
قاطع طريق,anger,black,,negative,,emolex
قاطع طريق,fear,black,,negative,,emolex
البانجو,disgust,brown,,,,colour
البانجو,anger,brown,,,,colour
البانجو,fear,brown,,,,colour
الهمجية,anger,red,,negative,,emolex
بربرية,anger,,,negative,strong,opinion
همجي,anger,,,negative,strong,opinion
الشواء , شواء,joy,red,,,,colour
شاعر,joy,,,positive,,emolex
حافي القدمين,sadness,pink,,,,colour
بالكاد,sadness,brown,,negative,weak,mpqa
محام في المحاكم العليا,trust,black,,,,colour
البيسبول,joy,white,,,,colour
لوح القاعدة,trust,brown,,,,colour
لا أساس له,sadness,,,negative,strong,emolex
قبو,sadness,black,,,,colour
قبو,fear,black,,,,colour
سحق,anger,,,negative,,opinion
سحق,fear,,,negative,,opinion
سحق,Disgust,,,negative,,opinion
عفيف النفس,trust,,passive,negative,strong,opinion
الأساسية,trust,,,positive,weak,mpqa
في الأساس,trust,,,,weak,mpqa
الأوغاد,,,,negative,,opinion
الخلط,,brown,,,,colour
حمام,,blue,,positive,,emolex
استحم,joy,blue,,,,colour
حمام,joy,white,,,,colour
الهراوات,anger,,,,weak,mpqa
خطوط المعركة,anger,,,negative,strong,mpqa
ساحة المعركة,anger,,,negative,strong,mpqa
معتوه,Disgust,,,negative,strong,opinion
معتوه,fear,,,negative,strong,opinion
فاجر,Disgust,,,negative,,emolex
فاجر,fear,,,negative,,emolex
تغلب,surprise,,active,,,inquirer
تغلب,joy,,active,,,inquirer
أسعد إلى أبعد الحدود,joy,,,positive,strong,mpqa
العاشق,joy,red,,,,colour
جميل,joy,,,positive,strong,opinion
جميل,anticipation,,,positive,strong,opinion
أغرى,Disgust,,active,positive,,opinion
سنحت,trust,,,positive,,opinion
الفراش,joy,white,,,,colour
هرج ومرج,fear,,,negative,strong,opinion
هرج ومرج,anger,,,negative,strong,opinion
المعتوه,Disgust,,,negative,strong,opinion
المعتوه,anger,,,negative,strong,opinion
غرفة نوم,joy,purple,,,,colour
وقت النوم,joy,black,,,,colour
خلية نحل,trust,yellow,,,,colour
يليق,anticipation,,passive,positive,strong,emolex
لوث,Disgust,,,negative,strong,opinion
لوث,fear,,,negative,strong,opinion
حقير,Disgust,,,negative,strong,opinion
حقير,anger,,,negative,strong,opinion
تسول,sadness,,,negative,strong,emolex
لهى,sadness,,,negative,strong,opinion
مدين بالفضل,anticipation,grey,,negative,,emolex
أهاجم وأكرر,anger,,,negative,strong,opinion
متأخر,sadness,,,negative,weak,emolex
حاصر,surprise,,,negative,strong,opinion
إيمان,trust,red,passive,,strong,mpqa
المعتقدات,trust,,,,weak,mpqa
معقول,trust,,,positive,strong,opinion
يصدق,trust,,passive,,strong,mpqa
التحقير,anger,,,negative,strong,opinion
مولع بالقتال,anger,,,negative,strong,opinion
مولع بالقتال,Disgust,,,negative,strong,opinion
العداء,anger,,,negative,strong,opinion
عدائي,anger,,,negative,strong,opinion
محبوب,joy,,,positive,strong,opinion
رثاء,sadness,,,negative,strong,opinion
مرتبك,fear,,,negative,strong,opinion
مرح صاخب,joy,,,negative,,emolex
رحيم,trust,,,positive,strong,opinion
مفيد,trust,,,positive,strong,opinion
فائدة,joy,,,positive,weak,emolex
فوائد,joy,,,positive,weak,opinion
منحرف,fear,,active,positive,,inquirer
وبخ,sadness,,,negative,strong,opinion
وبخ,anger,,,negative,strong,opinion
مرسى,trust,blue,,positive,,emolex
التمس,trust,,active,negative,strong,opinion
هاجم,anger,,,negative,weak,opinion
هاجم,fear,,,negative,weak,opinion
الأفضل,trust,,,positive,strong,opinion
أفضل المعروفة,trust,,,positive,strong,opinion
افضل اداء,trust,,,positive,strong,opinion
أفضل مبيعات,trust,,,positive,weak,opinion
تكبد,sadness,,active,positive,,inquirer
رهان,fear,white,active,,,inquirer
الخيانات,anger,,,negative,strong,opinion
الخيانات,Disgust,,,negative,strong,opinion
ضلالي,anger,,,negative,strong,opinion
الخائن,Disgust,,,negative,,opinion
خطب فتاة,joy,,active,positive,,inquirer
خطبة,joy,,,positive,,inquirer
أفضل,trust,,active,positive,strong,opinion
أفضل المعرفة,trust,,,positive,strong,opinion
أفضل مما كان متوقعا,surprise,,,positive,strong,opinion
تحسن,surprise,,,positive,,emolex
حير,surprise,,,negative,strong,opinion
مذهل,surprise,,,negative,strong,opinion
تثير الارتباك,fear,,,negative,strong,opinion
فتن,fear,,,negative,strong,opinion
فتن,anger,,,negative,strong,opinion
انحيازا,fear,yellow,,negative,strong,emolex
التحيزات,fear,,,negative,strong,opinion
تخاصم,anger,,,negative,strong,opinion
محاولة تزوير,anger,,,negative,strong,opinion
محاولة تزوير,fear,,,negative,weak,opinion
محاولة تزوير,Disgust,,,negative,weak,opinion
تعصب أعمى,Disgust,,,negative,,opinion
ماء آسن,trust,brown,,,,colour
بنج,fear,brown,,,,colour
مشاكس,joy,,,negative,strong,opinion
عضة,sadness,red,active,negative,,emolex
قضم,anger,,,negative,strong,opinion
عنيفا,anger,,,negative,strong,opinion
مرارة - مر,sadness,,passive,negative,strong,opinion
لعبة ورق,joy,black,,negative,,emolex
حداد,sadness,black,,,,colour
برئ,trust,,,positive,strong,emolex
مستحق اللوم,anticipation,,,negative,strong,opinion
ماصخ,Disgust,grey,,negative,strong,emolex
كفر,anger,,,negative,strong,opinion
انتقد,anger,,,negative,strong,opinion
إلى حد بائس,sadness,,,negative,strong,opinion
كآبة,sadness,,,negative,strong,opinion
ينزف,sadness,,passive,negative,weak,opinion
ينزف,fear,,,negative,,opinion
مزج,trust,green,,,,colour
معمى,sadness,black,,negative,,emolex
معصوب العينين,sadness,black,,,,colour
معصوب العينين,fear,black,,,,colour
تمام الوضوح,trust,,,negative,strong,opinion
غمز,joy,,passive,,,inquirer
بسعادة,joy,,,positive,strong,opinion
مرح,joy,,,positive,strong,opinion
عاصفة ثلجية,fear,white,,,,colour
انسداد,sadness,,,negative,,opinion
الأبله,Disgust,,,negative,strong,opinion
دم,sadness,red,,negative,weak,mpqa
عاصفة,surprise,,active,negative,weak,opinion
مخادعة,anger,,,negative,,emolex
متخبط,fear,,,negative,strong,opinion
الأخطاء,anger,,,negative,strong,opinion
شىء ضبابي,fear,,active,negative,weak,emolex
غير واضحة,fear,grey,,negative,,emolex
ضبابية,fear,,,negative,,opinion
ضبابية,surprise,,,negative,,opinion
يطمس,sadness,,,negative,,opinion
أفشى من غير تفكير,surprise,,active,negative,strong,opinion
إحمرار الوجه خجلا,joy,red,,,,colour
أفعى,fear,red,,,,colour
تباهى,Disgust,red,active,negative,strong,emolex
متبجح,anger,,,negative,strong,opinion
التفاخر,Disgust,,,negative,,emolex
غليان,anger,red,,negative,strong,opinion
بالخط العريض,bosor,,active,positive,strong,emolex
بكل جرأة,anger,,,positive,strong,mpqa
جرأة,anger,,,positive,strong,emolex
دعم,trust,,active,positive,strong,emolex
منمق,trust,,,negative,strong,opinion
وسيم,joy,,,positive,strong,opinion
المكافآت,joy,,,positive,,opinion
المعتوه,anger,pink,,,,colour
المغفل,anger,,,negative,,emolex
المثقف,trust,,,negative,,emolex
فقاعة,surprise,,,positive,weak,opinion
ازدهار,anticipation,,,positive,weak,opinion
نعمة,trust,,,positive,,emolex
تعزيز,trust,,active,positive,weak,opinion
خمر,Disgust,,,negative,,emolex
ملل,Disgust,grey,,negative,strong,emolex
مولود,joy,,passive,,,inquirer
اقتراض,sadness,red,,,,colour
قرح,Disgust,,,negative,strong,opinion
يزعج,anger,,active,negative,strong,emolex
ازعجت,anger,,,negative,,opinion
يزعج,anger,,,negative,,opinion
مزعج,anger,,,negative,strong,opinion
زجاجة,,white,,,,colour
وثب، ارتداد,surprise,,active,,,inquirer
مقيد,sadness,,passive,negative,,emolex
غير محدود,anticipation,white,,positive,strong,opinion
ينحني,sadness,,passive,,,inquirer
الصبا,joy,blue,,,,colour
صبياني,joy,blue,,,,colour
دعامة,trust,brown,,,,colour
غسيل الدماغ,anger,,,negative,strong,opinion
ذكي,trust,,,positive,strong,opinion
علامة تجارية جديدة,joy,,,positive,,opinion
لوح مهددا,fear,,active,,,inquirer
لوح مهددا,anger,,active,,,inquirer
باندفاع,fear,,,negative,strong,opinion
تبجح,Disgust,,,negative,strong,emolex
شجاع,trust,,,positive,strong,opinion
شجاعة,trust,,,positive,strong,emolex
مرحى,joy,,,positive,,opinion
بوقاحة,anger,,,negative,strong,opinion
الوقاحة,anger,,,negative,strong,opinion
الوقاحة,Disgust,,,negative,strong,opinion
خرق,anger,,active,negative,weak,emolex
مورد رزق,trust,,,positive,,inquirer
انفصل,sadness,,,negative,,opinion
وشكا من كسر,sadness,,,negative,,opinion
انفصال,brgea,,passive,negative,weak,emolex
وجبة افطار,joy,yellow,,positive,,emolex
كسر,sadness,,,negative,,opinion
خطيرة جدا,fear,red,,negative,,emolex
اختراقات,anger,,,positive,weak,opinion
التحطم,anger,,,negative,,opinion
التحطم,sadness,,,negative,,opinion
التحطم,fear,,,negative,,opinion
ضيق التنفس,sadness,,,positive,strong,opinion
مثير,joy,,,positive,strong,opinion
مذهل,joy,,,positive,strong,opinion
نسيم,joy,,,positive,,opinion
رشوة,Disgust,,,negative,,emolex
رشوة,anger,,,negative,,emolex
لجام,anger,brown,,,,colour
لجم لسانه,anger,brown,,,,colour
أكثر إشراقا,anticipation,,,positive,,opinion
ألمع,joy,,,positive,,opinion
سطوع,joy,,,positive,weak,emolex
تألق,joy,,,positive,weak,opinion
ببراعة,joy,,,positive,strong,opinion
انتعش,anticipation,,,positive,weak,opinion
هش,sadness,,,negative,weak,opinion
واسع,trust,,,positive,weak,mpqa
على نطاق واسع,trust,,,,weak,mpqa
كسر القلب,sadness,,,negative,strong,opinion
كسر قلبها,sadness,,,negative,strong,opinion
خوف,fear,,,negative,strong,opinion
بكدمة,sadness,,,negative,,opinion
الكدمات,sadness,,,negative,,opinion
كدمات,sadness,,,negative,,opinion
فظ,fear,,,negative,strong,opinion
فظ,anger,,,negative,strong,opinion
وحش,anger,,,negative,strong,opinion
الوحشية,anger,,,negative,strong,opinion
وحشي,anger,,,negative,strong,opinion
بهيمي,anger,,,negative,strong,opinion
التنصت,Disgust,,,negative,,opinion
بناء,trust,,active,positive,,emolex
البناء,trust,grey,,positive,,emolex
البنايات,trust,grey,,,,colour
ضخم,trust,,,negative,weak,opinion
رصاصة,anger,black,,,,colour
ضد الرصاص,anger,grey,,positive,,emolex
متفائل,joy,,,positive,weak,opinion
هراء,anger,,,negative,,opinion
التسلط,anger,,,negative,,opinion
حصن,trust,grey,,,,colour
صدم,surprise,brown,,negative,,opinion
مطبات,fear,,,negative,,opinion
وعر,fear,,,negative,weak,opinion
كعكة,joy,brown,,,,colour
عمل غير متقن,anger,,,negative,strong,opinion
العامل الأخرق,anger,,,negative,strong,opinion
أخرق,anger,,,negative,,opinion
كلام فارغ,anger,,,negative,weak,opinion
حافة خشنة,fear,brown,,,,colour
عبء,sadness,brown,,negative,strong,opinion
السطو,fear,,,negative,,emolex
قوي البنية,trust,brown,,,,colour
حرق,sadness,red,active,negative,strong,opinion
أحرق,anger,,,negative,,opinion
حارق,,red,,,,colour
احتراق,sadness,red,,negative,,opinion
الحروق,sadness,,,negative,,opinion
انفجار,anger,,active,,,inquirer
انفجار,sadness,,active,,,inquirer
إفلاس,sadness,,,negative,,opinion
مشغول,anticipation,,active,negative,weak,mpqa
فضولي,joy,,,negative,strong,opinion
مجزرة,sadness,,active,negative,strong,opinion
مخبأ,trust,green,,,,colour
المصائب,sadness,,,negative,strong,opinion
فاجع,sadness,,,negative,strong,opinion
بصورة كارثية,cager,,,negative,strong,opinion
افترى,anger,,,negative,strong,opinion
الافتراء,anger,,,negative,strong,opinion
الافتراءات,anger,,,negative,strong,opinion
إفترائي,anger,,,negative,strong,opinion
افتراء,anger,,,negative,strong,opinion
صراحة,trust,grey,,positive,strong,mpqa
الاستفادة,casoa,,active,positive,weak,mpqa
أذعن,sadness,,passive,negative,weak,opinion
نزوة,Disgust,pink,,,,colour
متقلب,fear,,,negative,strong,opinion
نزوة,anger,,,negative,strong,opinion
اتباع الهوى,Disgust,,,negative,strong,opinion
انقلب,surprise,,,negative,weak,opinion
آسر,sadness,,,positive,strong,emolex
السبي,sadness,,,positive,strong,mpqa
أسر,sadness,,active,negative,,emolex
رعاية,trust,orange,active,positive,weak,mpqa
براحة البال,trust,,,positive,strong,opinion
حذر,fear,yellow,,positive,weak,emolex
بحرص,trust,white,,positive,,emolex
غير مبالي,Disgust,,,negative,strong,opinion
عناق,joy,white,,positive,,emolex
كاريكاتور,joy,,,negative,strong,emolex
بإهمال,anger,pink,,,,colour
المحفز,joy,red,,,,colour
الكوارث,sadness,,,negative,strong,opinion
كارثي,anger,,,negative,strong,opinion
كارثي,sadness,,,negative,strong,opinion
جذاب,joy,,,positive,strong,opinion
يسد,anger,white,,,,colour
حريف,sadness,red,,,,colour
وقف إطلاق,fear,,passive,,,inquirer
غير منقطع أبدا,fear,,,positive,weak,mpqa
تنازل,sadness,,,negative,,emolex
سقف,trust,white,,,,colour
احتفل,joy,,active,positive,strong,opinion
محتفل,joy,,,positive,strong,opinion
ذكرى مئوية,joy,white,,,,colour
احتفالي,joy,,,positive,,inquirer
المؤكد,trust,,,,weak,mpqa
من المؤكد,trust,,,,strong,mpqa
معتمد,trust,,,,weak,mpqa
الغضب,anger,red,,negative,,emolex
الشاليه,joy,brown,,,,colour
التحدي,joy,,,negative,weak,opinion
بطولة,joy,,,positive,,inquirer
جاذبية,joy,,,positive,strong,opinion
سحر,joy,,,positive,strong,emolex
ساحر,joy,orange,,,,colour
ساحر,joy,,,positive,strong,emolex
مسحور,fear,,,positive,strong,opinion
مسحور,joy,,,positive,strong,opinion
القانوني,trust,grey,,,,colour
مطاردة,fear,,active,negative,,emolex
عفيف,trust,,,positive,strong,opinion
عاقب,anger,,,negative,strong,opinion
عاقب,anger,,active,negative,strong,opinion
معاقبة,anger,,,negative,strong,emolex
رخيص,Disgust,,,negative,strong,emolex
رخص,Disgust,,active,negative,strong,opinion
رخيص,anger,,,negative,,opinion
خدع,anger,,,negative,,opinion
الغشاش,Disgust,,,negative,strong,opinion
غش,anger,,,negative,,opinion
غش,anger,,,negative,,opinion
التحقق من,trust,,active,,,inquirer
زقزقة,joy,yellow,,,,colour
كئيب,sadness,,,negative,strong,opinion
تشيز كيك,joy,,,negative,,emolex
طفل جميل,anticipation,,,positive,strong,opinion
شطرنج,joy,white,,,,colour
أناقة,joy,,,positive,strong,opinion
شيخ القبيلة,trust,,,positive,,emolex
طفولي,joy,yellow,,negative,strong,emolex
قشعريرة,fear,blue,,negative,weak,opinion
حار,anticipation,white,,negative,weak,emolex
فتاة وقحة,Disgust,white,,negative,strong,mpqa
